ma_san_pham,ten_san_pham,nganh_hang,shop,gia,gia_goc,ty_le_giam,luot_ban,danh_gia,url,da_kiem_tra_gia_ao
279504232,Máy tính bảng Xiaomi Redmi Pad 2 9.7 Wifi (4GB/64GB) - Hàng chính hãng,Điện thoại (Cũ),Tiki,4990000,4990000,0.0,0,0.0,https://tiki.vn/may-tinh-bang-xiaomi-redmi-pad-2-9-7-wifi-4gb-64gb-hang-chinh-hang-p279504232.html?spid=279504234,True
279503826,Điện thoại Xiaomi 17T 5G (12GB/512GB) -  Hàng chính hãng,Điện thoại (Cũ),Tiki,20990000,20990000,0.0,0,0.0,https://tiki.vn/dien-thoai-xiaomi-17t-5g-12gb-512gb-hang-chinh-hang-p279503826.html?spid=279503828,True
279503231,Điện Thoại Xiaomi Redmi Note 15 8GB/128GB - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,5949000,6490000,0.08,0,0.0,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-8gb-128gb-hang-chinh-hang-p279503231.html?spid=279503233,True
279418664,Điện Thoại Xiaomi 17T 5G 12GB/512GB - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,14839000,20990000,0.29,0,0.0,https://tiki.vn/dien-thoai-xiaomi-17t-5g-12gb-512gb-hang-chinh-hang-p279418664.html?spid=279418666,True
279418637,Điện Thoại Xiaomi 17T Pro 5G 12GB/512GB - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,18339000,24990000,0.27,0,0.0,https://tiki.vn/dien-thoai-xiaomi-17t-pro-5g-12gb-512gb-hang-chinh-hang-p279418637.html?spid=279418641,True
279418506,Điện Thoại Samsung Galaxy A17 5G 4GB/128GB - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,4989000,5990000,0.17,0,0.0,https://tiki.vn/dien-thoai-samsung-galaxy-a17-5g-4gb-128gb-hang-chinh-hang-p279418506.html?spid=279418512,True
279395979,Điện thoại realme Note 80 4GB/64GB - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,3450000,3850000,0.1,0,0.0,https://tiki.vn/dien-thoai-realme-note-80-4gb-64gb-hang-chinh-hang-p279395979.html?spid=279395981,True
279319829,Điện thoại Xiaomi Redmi 15 5G (8GB/256GB) - Hàng chính hãng,Điện thoại (Cũ),Tiki,6690000,6690000,0.0,0,0.0,https://tiki.vn/dien-thoai-xiaomi-redmi-15-5g-8gb-256gb-hang-chinh-hang-p279319829.html?spid=279319834,True
279307767,Điện Thoại Realme C85 8GB/128GB - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,4899000,6290000,0.22,2,3.0,https://tiki.vn/dien-thoai-realme-c85-8gb-128gb-hang-chinh-hang-p279307767.html?spid=279307769,True
279075947,Điện Thoại Oppo A6t 4GB/64GB - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,4489000,4590000,0.02,0,0.0,https://tiki.vn/dien-thoai-oppo-a6t-4gb-64gb-hang-chinh-hang-p279075947.html?spid=279075951,True
279074841,Điện Thoại Xiaomi POCO C85 6GB/128GB - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,4299000,4690000,0.08,3,0.0,https://tiki.vn/dien-thoai-xiaomi-poco-c85-6gb-128gb-hang-chinh-hang-p279074841.html?spid=279074847,True
279073856,Điện thoại Xiaomi Redmi Note 15 (6GB/128GB) - Hàng chính hãng,Điện thoại (Cũ),Tiki,5990000,5990000,0.0,0,0.0,https://tiki.vn/dien-thoai-xiaomi-redmi-note-15-6gb-128gb-hang-chinh-hang-p279073856.html?spid=279073860,True
278974811,Điện Thoại Samsung Galaxy A16 5G (4GB/128GB) -  Đã Kích Hoạt Bảo Hành Điện Tử -  Hàng Chính Hãng,Điện thoại (Cũ),Tiki,4990000,4990000,0.0,18,4.3,https://tiki.vn/dien-thoai-samsung-galaxy-a16-5g-4gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p278974811.html?spid=278974813,True
278592403,Điện thoại Samsung Galaxy A07 LTE (4GB/64GB) - Hàng chính hãng,Điện thoại (Cũ),Tiki,3890000,3890000,0.0,0,0.0,https://tiki.vn/dien-thoai-samsung-galaxy-a07-lte-4gb-64gb-hang-chinh-hang-p278592403.html?spid=278592405,True
217548686,"Máy đọc sách Kindle Scribe – thế hệ đầu tiên có thể đọc và viết, màn hình 10,2” 300PPI, đèn vàng warmlight, bộ nhớ 16-64GB, đồng bộ dữ liệu qua Microsoft Word - hàng nhập khẩu",Điện thoại (Cũ),Tiki,9800000,9800000,0.0,4,4.0,https://tiki.vn/may-doc-sach-kindle-scribe-the-he-dau-tien-co-the-doc-va-viet-man-hinh-10-2-300ppi-den-vang-warmlight-bo-nho-16-64gb-dong-bo-du-lieu-qua-microsoft-word-hang-nhap-khau-p217548686.html?spid=217548688,True
198868735,Điện thoại IP Grandstream GRP 2601 hàng chính hãng,Điện thoại (Cũ),Tiki,880000,880000,0.0,0,0.0,https://tiki.vn/dien-thoai-ip-grandstream-grp-2601-hang-chinh-hang-p198868735.html?spid=262386115,True
117347869,ĐIỆN THOẠI HỘI NGHỊ YEALINK CP960 -HÀNG CHÍNH HÃNG,Điện thoại (Cũ),Tiki,15230000,15230000,0.0,0,0.0,https://tiki.vn/dien-thoai-hoi-nghi-yealink-cp960-p117347869.html?spid=125595231,True
102620086,Điện thoại VoIP Yealink SIP-T30 - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,1200000,1200000,0.0,0,0.0,https://tiki.vn/dien-thoai-voip-yealink-sip-t30-hang-chinh-hang-p102620086.html?spid=102620089,True
53380152,Điện Thoại IP Phone Fanvil X1S - Hàng Chính Hãng,Điện thoại (Cũ),Tiki,950000,950000,0.0,0,0.0,https://tiki.vn/dien-thoai-ip-phone-fanvil-x1s-hang-chinh-hang-p53380152.html?spid=68169992,True
127197643,"Bộ Quần Áo Nam Lính Mỹ US ARMY  Kiểu Dáng Túi Hộp, Chất Liệu Kaki Cao Cấp Phong Cách Lính Cực Ngầu (Tặng dây lưng) - HÀNG CHÍNH HÃNG",Điện thoại (Cũ),Tiki,899000,1798000,0.5,14,4.5,https://tiki.vn/bo-quan-ao-nam-linh-my-us-army-kieu-dang-tui-hop-chat-lieu-kaki-cao-cap-phong-cach-linh-cuc-ngau-tang-day-lung-hang-chinh-hang-p127197643.html?spid=182094563,True
279287522,"Bộ áo điều hòa KITO NEWPRO KT10 thế hệ mới nhất 2026 quạt 24V siêu bên ,chống chai ,chống phồng",Điện thoại (Cũ),Tiki,1070000,1070000,0.0,9,0.0,https://tiki.vn/bo-ao-dieu-hoa-kito-newpro-kt10-the-he-moi-nhat-2026-quat-24v-sieu-ben-chong-chai-chong-phong-p279287522.html?spid=279287524,True
197058539,Áo khoác măng tô nam cổ đức phong cách trẻ trung công sở NMT31,Điện thoại (Cũ),Tiki,936000,936000,0.0,11,5.0,https://tiki.vn/ao-khoac-mang-to-nam-co-duc-phong-cach-tre-trung-cong-so-nmt31-p197058539.html?spid=273419938,True
116557922,Bộ đôi Kem chống nắng dạng sữa dưỡng da kiềm dầu bảo vệ hoàn hảo + Kem chống nắng dạng gel dưỡng ẩm bảo vệ hoàn hảo (Anessa Gold Milk 60ml + Gold Gel 90g),Điện thoại (Cũ),Tiki,904000,1200000,0.25,2132,4.7,https://tiki.vn/bo-doi-kem-chong-nang-dang-sua-duong-da-kiem-dau-bao-ve-hoan-hao-kem-chong-nang-dang-gel-duong-am-bao-ve-hoan-hao-anessa-gold-milk-60ml-gold-gel-90g-p116557922.html?spid=272278923,True
273598230,Máy Tăm Nước Không Dây LocknLock Cordless Oral Irrigator,Điện thoại (Cũ),Tiki,779500,1495000,0.48,11242,4.7,https://tiki.vn/may-tam-nuoc-khong-day-locknlock-cordless-oral-irrigator-p273598230.html?spid=82721612,True
262899667,"Glucosamine 1500mg MSM 1500mg Kirkland Signature  - Phục hồi sụn khớp, Giảm đau nhức xương khớp và Hỗ trợ sự vận động linh hoạt hiệu quả - QuaTangMe Extaste",Điện thoại (Cũ),Tiki,999000,999000,0.0,2036,4.8,https://tiki.vn/thuc-pham-bao-ve-suc-khoe-kirkland-signature-glucosamine-with-msm-p262899667.html?spid=8338053,True
53583472,"Bộ Hộp Cơm Giữ Nhiệt Lock&amp;Lock Easy Carry 2.0L LHC8039BLU Có Túi (1 Hộp 720ml, 2 Hộp 420ml Kèm 1 Bộ Muỗng Và Nĩa) - Màu Xanh",Điện thoại (Cũ),Tiki,1226120,2114000,0.42,12255,4.7,https://tiki.vn/bo-hop-com-giu-nhiet-lock-lock-easy-carry-2l-lhc8039-co-tui-1-hop-720ml-2-hop-420ml-kem-1-bo-muong-va-nia-p53583472.html?spid=53583476,True
273158786,[Kèm Ảnh Thực Tế - Miễn phí vận chuyển & Lắp đặt] Tủ giày thông minh siêu mỏng cao cấp Ohaha - TGCC025,Điện thoại (Cũ),Tiki,1290000,1290000,0.0,7,5.0,https://tiki.vn/tu-giay-thong-minh-sieu-mong-cao-cap-ohaha-tgcc025-p273158786.html?spid=273158804,True
277742262,Hộp cơm giữ nhiệt inox 304 Elmich EL8302 dung tích 1.7L - Hàng chính hãng,Điện thoại (Cũ),Tiki,780000,998000,0.22,31,5.0,https://tiki.vn/hop-com-giu-nhiet-inox-304-elmich-el8302-dung-tich-1-7l-hang-chinh-hang-p277742262.html?spid=277742264,True
202805930,Bộ Hộp Cơm Giữ Nhiệt Hút Chân Không Lock&Lock NVY-4 - LHC8052S01,Điện thoại (Cũ),Tiki,1103740,1903000,0.42,1039,4.8,https://tiki.vn/bo-hop-com-giu-nhiet-hut-chan-khong-lock-lock-nvy-4-lhc8052s01-p202805930.html?spid=202805931,True
93094433,Nệm cao su non Thắng Lợi 20cm,Điện thoại (Cũ),Tiki,2775000,2775000,0.0,8,5.0,https://tiki.vn/nem-cao-su-non-thang-loi-20cm-p93094433.html?spid=93094456,True
73639044,"Bộ nồi inox 3 lớp đáy liền Elmich 2103OL size 18,20,26cm",Điện thoại (Cũ),Tiki,2090000,2766000,0.24,54,4.6,https://tiki.vn/bo-noi-inox-3-lop-day-lien-elmich-2103ol-size-18-20-26cm-p73639044.html?spid=82190115,True
647768,Ổ Khóa Chống Cắt Titalium ABUS 96CSTI/60 (60mm),Điện thoại (Cũ),Tiki,747000,795000,0.06,462,4.8,https://tiki.vn/o-khoa-chong-cat-titalium-abus-96csti-60-60mm-p647768.html?spid=10884333,True
